Day,Advances,Declines,Advance_Decline_Ratio,Open,High,Low,Close,Today_Close,Gap,5d_Movement,Awosc,Acosc,SMA_5,SMA_20,EMA_12,EMA_26,MACD,RSI_14,Stoch_%K,BB_Upper,BB_Lower,ATR_14,Body_Size,High_Low_Range,Close_Position,AD_Ratio,Advance_Decline_Diff,Return_1d,Volume_1d,Return_2d,Volume_2d,Return_3d,Volume_3d,Return_5d,Volume_5d,Daily_Return,Rolling_Vol_5
2021-10-25,538.0,1531.0,0.35,18229.5,18241.4,17968.5,18125.4,18125.4,1,-1,486.69485294117476,-111.93652941176481,18220.75,17966.465,18113.097943591107,17879.064991523235,234.03295206787152,60.55228163006545,51.674568748108584,18513.349329724675,17419.580670275325,213.42807584410494,0.005710524150415455,0.014970240544172987,0.5749358739465028,0.3514043109079033,-993.0,0.0005796333405096998,715.0,-0.0028990928644906377,920.0,-0.007729955218814477,415.0,-0.019031717725502606,1059.0,0.0005796333405096998,0.003189248500550162
2021-10-26,1530.0,514.0,2.98,18154.5,18310.45,18099.3,18268.4,18268.4,1,-1,405.41588235293966,-151.07070588235217,18190.68,17987.13,18136.990567654015,17907.904621780774,229.08594587324114,64.60033690291371,66.10007061434484,18546.70735604508,17427.55264395492,213.2653561409547,0.006273926574678535,0.01163072516455983,0.8008524745441677,2.9766536964980546,1016.0,0.00788948105972831,538.0,0.008473687406499675,715.0,0.0049675158569928435,920.0,-0.008162877502544852,459.0,0.00788948105972831,0.006188974320787763
2021-10-27,1039.0,991.0,1.05,18295.85,18342.05,18167.9,18210.95,18210.95,0,-1,363.3745588235288,-134.32002941176324,18179.55,18010.247499999998,18148.36894186109,17930.35242757479,218.01651428629702,61.85413803995545,53.19098316778691,18566.690586463832,17453.804413536163,210.47140213088636,0.004640396592669804,0.009518552021359917,0.2472006890611531,1.0484359233097882,48.0,-0.0031447745834337626,1530.0,0.0047198958367815624,538.0,0.005302264986281946,715.0,-0.003046543965488757,415.0,-0.0031447745834337626,0.005153479682565612
2021-10-28,433.0,1628.0,0.27,18187.65,18190.7,17799.45,17857.25,17857.25,0,0,299.2791176470564,-129.45902941176536,18115.38,18017.545,18103.581412344,17924.937432939623,178.6439794043763,48.25358679449061,7.180124223602394,18561.809292323494,17473.280707676502,224.8305876929659,0.018166173199946196,0.021511850074088734,0.14773162939296938,0.26597051597051596,-1195.0,-0.019422380490858537,1039.0,-0.022506076065774816,1530.0,-0.014794156266896286,538.0,-0.017650359498517343,920.0,-0.019422380490858537,0.01000014371660586
2021-10-29,802.0,1209.0,0.66,17833.05,17915.85,17613.1,17671.65,17671.65,1,1,204.86411764705917,-147.06158823529256,18026.73,18020.22,18037.13042582954,17906.175400870023,130.95502495951587,42.920483962941134,5.90608765824409,18557.081615687315,17483.358384312687,230.3962600006112,0.009050611084475052,0.016976905240550552,0.1933938893476562,0.663358147229115,-407.0,-0.010393537638774042,433.0,-0.029614050886966337,1039.0,-0.03266569595585822,1530.0,-0.024468807445804264,715.0,-0.010393537638774042,0.010461315647559208
2021-11-01,1398.0,646.0,2.16,17783.15,17954.1,17697.1,17929.65,17929.65,1,1,134.23382352940826,-147.1996764705902,17987.58,18040.1,18020.59497570192,17907.914260064834,112.68071563708509,51.02378531667519,31.931204922580545,18530.628421193298,17549.5715788067,234.11438428628162,0.008238135538416983,0.014451882821659828,0.9048638132295833,2.1640866873065017,752.0,0.014599655380227672,802.0,0.004054375673746113,433.0,-0.015446750444100932,1039.0,-0.010799761660432283,538.0,0.014599655380227672,0.013680343985239794
2021-11-02,1300.0,734.0,1.77,17970.9,18012.25,17847.6,17888.95,17888.95,1,1,63.74014705882291,-149.3582058823522,17911.69,18049.984999999997,18000.341902517008,17906.50950006003,93.83240245697743,49.822174651247025,27.825692237857627,18519.51378409996,17580.456215900034,229.15264255154733,0.004560150020310653,0.009162034177475888,0.2511387792286779,1.771117166212534,566.0,-0.0022699829611844136,1398.0,0.012296531450090908,802.0,0.0017751893488640036,433.0,-0.0207708392634276,1530.0,-0.0022699829611844136,0.012533146611604635
2021-11-03,882.0,1140.0,0.77,17947.95,17988.75,17757.95,17829.2,17829.2,1,0,-24.748088235297473,-160.22191176470733,17835.34,18050.329999999998,17974.012379052852,17900.782870425955,73.22950862689686,48.033769336508215,21.798557522570405,18519.198760313997,17581.461239686,229.27031094072248,0.006616354514025279,0.012859407341785511,0.3087088388214914,0.7736842105263158,-258.0,-0.0033400507016901892,1300.0,-0.005602451804692321,1398.0,0.008915409709902455,802.0,-0.02096266257389101,1039.0,-0.0033400507016901892,0.01252962751526567
2021-11-04,1698.0,266.0,6.38,17935.05,17947.55,17900.6,17916.8,17916.8,1,1,-49.14073529412053,-114.930588235295,17847.25,18063.870000000003,17965.210474583182,17901.96932446848,63.24115011470349,50.82100567470493,30.63499268674031,18499.730172989443,17628.009827010563,221.34743158781362,0.0010175605866724654,0.002617779153110849,0.34504792332269385,6.383458646616542,1432.0,0.004913288313552977,882.0,0.0015568269797834322,1300.0,-0.0007166899521184877,1398.0,0.003334779991319925,433.0,0.004913288313552977,0.0094757794710873
2021-11-08,1120.0,964.0,1.16,18040.2,18087.8,17836.1,18068.55,18068.55,1,0,-18.370735294116457,-39.513617647055796,17926.63,18077.780000000002,17981.108863108846,17914.308633767112,66.80022934173394,55.29427454242311,45.94240177535681,18495.202903538346,17660.35709646166,223.51547218868413,0.0015714903382445064,0.01395217347922976,0.9235200635677396,1.161825726141079,156.0,0.008469704411502077,1698.0,0.013424606824759211,882.0,0.010039717255624137,1300.0,0.022459702404698856,802.0,0.008469704411502077,0.007503802669778924
2021-11-09,1197.0,828.0,1.45,18084.35,18112.6,17983.05,18044.25,18044.25,0,0,9.734558823529369,13.491529411765805,17949.55,18085.232500000002,17990.822884169025,17923.933920154734,66.88896401429156,54.44033252065318,51.01159488878385,18494.594787312086,17675.870212687918,216.8036527466352,0.0022173868565913924,0.007163652550409569,0.47240447703590177,1.4456521739130435,369.0,-0.0013448782553109329,1120.0,0.0071134354348991735,1698.0,0.012061674107643583,882.0,0.006391647355079355,1398.0,-0.0013448782553109329,0.0051412476392876496
2021-11-10,986.0,1043.0,0.95,17973.45,18061.25,17915.0,18017.2,18017.2,0,-1,5.612794117641897,20.995235294114536,17975.2,18088.795000000002,17994.880901989174,17930.84251866179,64.03838332738451,53.45075964690641,52.405654260147976,18494.470335580536,17683.119664419468,211.76410612187556,0.0024341459207887187,0.008137002078065145,0.6988034188034238,0.9453499520613614,-57.0,-0.0014990925086938445,1197.0,-0.002841954667087254,1120.0,0.0056036792284337444,1698.0,0.007169230167226148,1300.0,-0.0014990925086938445,0.005018046731368395
2021-11-11,794.0,1268.0,0.63,17967.45,17971.35,17798.2,17873.6,17873.6,1,-1,-1.4419117647084931,9.27929411764635,17984.079999999998,18082.8775,17976.22230168315,17926.60233209425,49.61996958889722,48.419054635514286,35.73633308183,18497.38732795753,17668.367672042466,212.28095568459872,0.005223334418629364,0.009636871119719148,0.4354605833092623,0.6261829652996845,-474.0,-0.007970161845347934,986.0,-0.009457306344126337,1197.0,-0.010789465673781251,1120.0,0.002490296816458182,882.0,-0.007970161845347934,0.006366630626237401
2021-11-12,975.0,1056.0,0.92,17977.6,18123.0,17905.9,18102.75,18102.75,1,-1,8.714705882346607,7.864823529408023,18021.27,18079.927499999998,17995.688101424203,17939.650307494678,56.03779392952492,55.60160480312558,67.17195966801577,18492.987297696873,17666.867702303123,214.93231599284178,0.0069614409042364645,0.012076139195443139,0.9067250115154301,0.9232954545454546,-81.0,0.012820584549279479,794.0,0.004748240570121798,986.0,0.0032420300095599153,1197.0,0.010378527415610073,1698.0,0.012820584549279479,0.008392448485629748
2021-11-15,721.0,1379.0,0.52,18140.95,18210.15,18071.3,18109.45,18109.45,1,-1,36.905000000002474,24.999970588240103,18029.45,18068.4725,18013.189931974324,17952.228062495073,60.96186947925162,55.79542374879259,68.09108992386332,18464.56683784565,17672.37816215435,209.49786485049611,0.0017364029998428968,0.007653954175498095,0.27475693194094963,0.5228426395939086,-658.0,0.00037010951374805146,975.0,0.013195439083340865,794.0,0.005120107452878386,986.0,0.0022636016725194885,1120.0,0.00037010951374805146,0.007598588949289257
2021-11-16,934.0,1124.0,0.83,18127.05,18132.65,17958.8,17999.2,17999.2,0,-1,31.410735294124606,15.170470588243187,18020.44,18044.579999999998,18011.037634747503,17955.707465273215,55.330169474287686,51.78901646881065,52.9665957884631,18394.122471522973,17695.037528477023,206.95158878974652,0.007052995385349439,0.009590639403543445,0.2323842392867469,0.8309608540925267,-190.0,-0.0060879816891180605,721.0,-0.005720125395312858,975.0,0.007027123802703539,794.0,-0.0024966402039430236,1197.0,-0.0060879816891180605,0.008158102479840897
2021-11-17,792.0,1259.0,0.63,17939.35,18022.65,17879.25,17898.65,17898.65,0,-1,17.90294117647136,-0.7953529411759526,17996.73,18018.575,17993.747229401735,17951.480986364088,42.266243037647655,48.37720188244302,47.82681517460875,18327.983103478873,17709.16689652113,202.41218959047902,0.0022687555569180094,0.0079936006600017,0.13528591352860012,0.6290706910246228,-467.0,-0.005586359393750739,934.0,-0.01164033142917087,721.0,-0.011274530112828085,975.0,-0.006579823723997014,986.0,-0.005586359393750739,0.008484816610097366
2021-11-18,474.0,1594.0,0.3,17890.55,17945.6,17688.5,17764.8,17764.8,1,-1,0.7667647058842704,-18.373264705881592,17974.969999999998,17993.485,17958.524578724544,17937.652765151935,20.871813572608517,44.202586887906726,25.408257264885687,18299.74046868325,17687.229531316752,206.31846176258756,0.007028850426621876,0.01437071526588051,0.29677168416958266,0.2973651191969887,-1120.0,-0.00747821763093881,792.0,-0.013022801013378493,934.0,-0.01903150012838606,721.0,-0.006087190045653834,794.0,-0.00747821763093881,0.008390325894645206
2021-11-22,349.0,1758.0,0.2,17796.25,17805.25,17280.45,17416.55,17416.55,0,-1,-89.99735294118,-89.39497058824054,17837.730000000003,17955.4075,17875.143874305384,17899.052560325865,-23.908686020480673,35.59594642840949,14.63913090244148,18339.786333019463,17571.02866698054,229.06714306525984,0.021335955608625452,0.02948935871321201,0.25933689024390005,0.19852104664391354,-1409.0,-0.019603372962262444,474.0,-0.02693499230388896,792.0,-0.032370883150362295,934.0,-0.03790584303489808,975.0,-0.019603372962262444,0.007313166468656307
2021-11-23,1548.0,495.0,3.13,17281.75,17553.7,17216.1,17503.35,17503.35,1,-1,-237.62926470588354,-182.1200294117669,17716.51,17924.83,17817.94481671994,17869.741259560986,-51.796442841045064,38.794752531685916,28.89693677380405,18348.847426998476,17500.812573001527,236.81948998917002,0.01282277547123402,0.019535058660147393,0.850859004739331,3.1272727272727274,1053.0,0.004983765441491039,349.0,-0.014717306133477437,474.0,-0.022085464546208966,792.0,-0.03346871384829475,721.0,0.004983765441491039,0.008735172841693286
2021-11-24,1175.0,866.0,1.36,17550.05,17600.6,17354.0,17415.05,17415.05,1,-1,-345.76058823529456,-214.81708823529408,17599.68,17889.3125,17755.960998763025,17836.06042551943,-80.09942675640559,36.792758733575845,20.014083798601696,18356.938709566373,17421.686290433627,237.51809784708635,0.007692285776963599,0.014051242019253424,0.2475669099756676,1.3568129330254042,309.0,-0.005044748576701008,1548.0,-8.61249788276508e-05,349.0,-0.019687809601008688,474.0,-0.03245422018756394,934.0,-0.005044748576701008,0.00876747077588987
2021-11-25,1273.0,763.0,1.67,17417.3,17564.35,17351.7,17536.25,17536.25,0,-1,-436.13529411764466,-214.38414705882096,17527.2,17852.704999999998,17722.159306645637,17813.852245851325,-91.69293920568816,41.272547187526655,32.206629445198985,18310.419971241296,17394.9900287587,235.74180514372287,0.006829416729343856,0.012209125409793586,0.8678579826005227,1.6684141546526867,510.0,0.006959497675860904,1175.0,0.00187964018316511,1548.0,0.006872773310443225,349.0,-0.02024733708966886,792.0,0.006959497675860904,0.010694235277976657
2021-11-26,428.0,1657.0,0.26,17338.75,17355.4,16985.7,17026.45,17026.45,1,1,-548.4257352941167,-216.83608823529283,17379.53,17793.480000000003,17615.127105623233,17755.526153566043,-140.39904794281028,31.242231336358117,3.3280248274735578,18346.96365955865,17239.996340441357,258.22810477631407,0.018011679042606837,0.02132218297166755,0.11022450635650506,0.2582981291490646,-1229.0,-0.02907120963718013,1273.0,-0.022314032977223675,1175.0,-0.02724621286782236,1548.0,-0.041562528145546174,474.0,-0.02907120963718013,0.015645298837463288
2021-11-29,441.0,1656.0,0.27,17055.8,17160.7,16782.4,17053.95,17053.95,0,-1,-638.0055882352899,-196.814294117644,17307.010000000002,17753.315000000002,17528.792166296582,17703.557549598187,-174.76538330160474,32.19943465908517,19.019436175801033,18392.422857953916,17114.20714204609,266.80466872086305,0.00010846750079143429,0.022180138134827995,0.7178165477134544,0.266304347826087,-1215.0,0.0016151341001793273,428.0,-0.027503029439019167,1273.0,-0.02073493903261825,1175.0,-0.02081927821526064,349.0,0.0016151341001793273,0.014679434927688374
2021-11-30,1164.0,893.0,1.3,17051.15,17324.65,16931.4,16983.2,16983.2,1,1,-666.9372058823501,-139.88432352941095,17202.980000000003,17718.892499999998,17444.85490994326,17650.19773110943,-205.34282116617032,31.00359510741103,14.064086849938663,18440.69635720322,16997.088642796778,275.8364780979443,0.003985068455793346,0.023062960562777287,0.13172282263191168,1.3034714445688689,271.0,-0.004148599004922593,441.0,-0.002540165448464027,428.0,-0.03153752940337873,1273.0,-0.029717168427757956,1548.0,-0.004148599004922593,0.013807068146217282
2021-12-01,1206.0,850.0,1.42,17104.4,17213.05,17064.25,17166.9,17166.9,1,1,-711.0826470588217,-110.96535294117712,17153.35,17680.754999999997,17402.092616105834,17614.397899175397,-212.3052830695633,37.494568377006644,26.930485028891614,18433.90726342251,16927.602736577486,272.5517296623767,0.003654030541848881,0.008699515914033772,0.6898521505376476,1.4188235294117648,356.0,0.010816571670827724,1164.0,0.006623099047434744,441.0,0.008248930340734706,428.0,-0.014249169540138995,1175.0,0.010816571670827724,0.015749139086910544
2021-12-02,1439.0,627.0,2.3,17183.2,17420.35,17149.3,17401.65,17401.65,1,1,-726.5469117647044,-68.34729411764783,17126.43,17656.390000000003,17402.02452132032,17598.638795532777,-196.61427421245753,44.65943449026479,43.3724391525127,18412.547792790934,16900.232207209072,272.4444632579212,0.01271299874295828,0.015774128218259652,0.9310090389227186,2.295055821371611,812.0,0.013674571413592407,1206.0,0.024639055066183024,1164.0,0.020388238501930722,441.0,-0.007675529260816827,1273.0,0.013674571413592407,0.017020769824910215
2021-12-03,1088.0,974.0,1.12,17424.9,17489.8,17180.8,17196.7,17196.7,1,1,-670.3917647058843,12.201058823525841,17160.480000000003,17624.765000000003,17370.436133424886,17568.86555141924,-198.42941799435357,40.31454180617288,29.017685168972108,18401.980777695273,16847.549222304733,275.05557302521254,0.013096201412920632,0.01773324380627722,0.05145631067961636,1.1170431211498972,114.0,-0.011777618789022948,1439.0,0.0017358987353568445,1206.0,0.012571246879268916,1164.0,0.009999148383838197,428.0,-0.011777618789022948,0.010509486671822957
2021-12-06,640.0,1439.0,0.44,17209.05,17216.75,16891.7,16912.25,16912.25,1,1,-617.224411764706,61.21217647058734,17132.14,17574.5375,17299.945959051827,17520.22736242522,-220.2814033733921,35.19645696124381,9.616737641177451,18398.219352946555,16750.855647053442,278.6266035234116,0.017246739360975726,0.01888831748411442,0.06322104291647229,0.44475330090340515,-799.0,-0.016540964254769808,1088.0,-0.028123769872397286,1439.0,-0.014833778958344368,1206.0,-0.008308925498198394,441.0,-0.016540964254769808,0.013423816177454577
2021-12-07,1544.0,511.0,3.02,17044.1,17251.65,16987.75,17176.7,17176.7,1,1,-578.4622058823516,82.2793823529421,17170.840000000004,17529.945,17280.985042274624,17494.780891134462,-213.79584885983786,42.50451236608767,31.791977423906413,18338.241415863933,16721.648584136066,282.96756041459656,0.007779818236222634,0.015483363744638995,0.7159909056460768,3.0215264187866926,1033.0,0.01563659477597601,640.0,-0.0011630138340495977,1088.0,-0.012926935089488722,1439.0,0.011393612511187534,1164.0,0.01563659477597601,0.01527186790772735
2021-12-08,1550.0,534.0,2.9,17315.25,17484.6,17308.95,17469.75,17469.75,1,-1,-494.6519117647076,122.80352941176318,17231.410000000003,17501.219999999998,17310.025805001605,17492.92675105043,-182.90094604882324,49.324505166488564,59.09129986244844,18274.437533685366,16728.00246631463,284.7484489564109,0.00892277039026292,0.010144237016502668,0.9154568744662753,2.902621722846442,1016.0,0.017060902268771105,1544.0,0.03296427146003644,640.0,0.01587804636936152,1088.0,0.017641507785330912,1206.0,0.017060902268771105,0.016353145885826884
